00:00:00,1.17
00:05:00,1.2
00:10:00,1.23
00:15:00,1.26
00:20:00,1.3
00:25:00,1.33
00:30:00,1.37
00:35:00,1.4
00:40:00,1.44
00:45:00,1.48
00:50:00,1.52
00:55:00,1.57
01:00:00,1.61
01:05:00,1.65
01:10:00,1.7
01:15:00,1.75
01:20:00,1.79
01:25:00,1.84
01:30:00,1.89
01:35:00,1.94
01:40:00,1.99
01:45:00,2.05
01:50:00,2.1
01:55:00,2.15
02:00:00,2.2
02:05:00,2.26
02:10:00,2.31
02:15:00,2.37
02:20:00,2.42
02:25:00,2.47
02:30:00,2.53
02:35:00,2.58
02:40:00,2.64
02:45:00,2.69
02:50:00,2.74
02:55:00,2.79
03:00:00,2.84
03:05:00,2.89
03:10:00,2.94
03:15:00,2.99
03:20:00,3.04
03:25:00,3.09
03:30:00,3.13
03:35:00,3.17
03:40:00,3.22
03:45:00,3.26
03:50:00,3.3
03:55:00,3.33
04:00:00,3.37
04:05:00,3.4
04:10:00,3.43
04:15:00,3.46
04:20:00,3.49
04:25:00,3.51
04:30:00,3.53
04:35:00,3.55
04:40:00,3.57
04:45:00,3.59
04:50:00,3.6
04:55:00,3.61
05:00:00,3.62
05:05:00,3.63
05:10:00,3.63
05:15:00,3.63
05:20:00,3.63
05:25:00,3.63
05:30:00,3.63
05:35:00,3.62
05:40:00,3.61
05:45:00,3.6
05:50:00,3.58
05:55:00,3.57
06:00:00,3.55
06:05:00,3.53
06:10:00,3.5
06:15:00,3.48
06:20:00,3.45
06:25:00,3.42
06:30:00,3.39
06:35:00,3.36
06:40:00,3.32
06:45:00,3.28
06:50:00,3.24
06:55:00,3.2
07:00:00,3.16
07:05:00,3.11
07:10:00,3.06
07:15:00,3.02
07:20:00,2.97
07:25:00,2.91
07:30:00,2.86
07:35:00,2.81
07:40:00,2.75
07:45:00,2.7
07:50:00,2.64
07:55:00,2.58
08:00:00,2.53
08:05:00,2.47
08:10:00,2.41
08:15:00,2.35
08:20:00,2.29
08:25:00,2.24
08:30:00,2.18
08:35:00,2.12
08:40:00,2.06
08:45:00,2.01
08:50:00,1.95
08:55:00,1.9
09:00:00,1.84
09:05:00,1.79
09:10:00,1.73
09:15:00,1.68
09:20:00,1.63
09:25:00,1.58
09:30:00,1.54
09:35:00,1.49
09:40:00,1.44
09:45:00,1.4
09:50:00,1.36
09:55:00,1.32
10:00:00,1.28
10:05:00,1.24
10:10:00,1.2
10:15:00,1.17
10:20:00,1.14
10:25:00,1.11
10:30:00,1.08
10:35:00,1.06
10:40:00,1.03
10:45:00,1.01
10:50:00,0.99
10:55:00,0.98
11:00:00,0.96
11:05:00,0.95
11:10:00,0.94
11:15:00,0.93
11:20:00,0.93
11:25:00,0.92
11:30:00,0.92
11:35:00,0.92
11:40:00,0.92
11:45:00,0.93
11:50:00,0.94
11:55:00,0.94
12:00:00,0.95
12:05:00,0.97
12:10:00,0.98
12:15:00,1
12:20:00,1.01
12:25:00,1.03
12:30:00,1.06
